zaman,alis,satis
2025-02-10,5013.21028,5516.4228
2025-02-16,5080.11054,5575.20565
2025-02-22,5206.30248,5708.03216
2025-02-24,5474.28966,5600.66883
2025-03-04,5388.0061,5512.43102
2025-03-16,5243.42709,5849.87603
2025-04-12,5906.54853,6589.35757
2025-05-13,6402.86512,6728.80285
2025-05-14,6363.13039,6687.86867
2025-05-27,6516.13025,6848.26511
2025-06-06,6642.70271,6981.56015
2025-06-13,6833.79557,7182.19115
2025-06-29,6436.38594,6976.81121
