zaman,kur,alis,satis
1747346456,XAU,3809,270089,4360,426036
1747347564,USD,37,5546,39,8409
1747347564,USD,37,5546,39,8409
1747347564,EUR,42,0255,44,5841
1747347564,EUR,42,0255,44,5841
1747347564,GBP,49,8606,52,8962
1747347564,GBP,49,8606,52,8962
1747347564,CHF,44,8961,47,6294
1747347564,CHF,44,8961,47,6294
1747347564,JPY,25,7564,27,3244
1747347564,JPY,25,7564,27,3244
1747347564,DKK,5,63386,5,97684
1747347564,DKK,5,63386,5,97684
1747347564,SEK,3,85881,4,09374
1747347564,SEK,3,85881,4,09374
1747347564,NOK,3,60294,3,82228
1747347564,NOK,3,60294,3,82228
1747347564,CAD,26,8407,28,4747
1747347564,CAD,26,8407,28,4747
1747347564,AUD,24,04559,25,50947
1747347564,AUD,24,04559,25,50947
1747347564,XAU,3809,270089,4360,426036
1747348606,USD,37,5546,39,8409
1747348606,USD,37,5546,39,8409
1747348606,EUR,42,0255,44,5841
1747348606,EUR,42,0255,44,5841
1747348606,GBP,49,8606,52,8962
1747348606,GBP,49,8606,52,8962
1747348606,CHF,44,8961,47,6294
1747348606,CHF,44,8961,47,6294
1747348606,JPY,25,7564,27,3244
1747348606,JPY,25,7564,27,3244
1747348606,DKK,5,63386,5,97684
1747348606,DKK,5,63386,5,97684
1747348606,SEK,3,85881,4,09374
1747348606,SEK,3,85881,4,09374
1747348606,NOK,3,60294,3,82228
1747348606,NOK,3,60294,3,82228
1747348606,CAD,26,8407,28,4747
1747348606,CAD,26,8407,28,4747
1747348606,AUD,24,04559,25,50947
1747348606,AUD,24,04559,25,50947
1747348606,XAU,3809,270089,4360,426036
1747349169,USD,37.5546,39.8409
1747349169,USD,37.5546,39.8409
1747349169,EUR,42.0255,44.5841
1747349169,EUR,42.0255,44.5841
1747349169,GBP,49.8606,52.8962
1747349169,GBP,49.8606,52.8962
1747349169,CHF,44.8961,47.6294
1747349169,CHF,44.8961,47.6294
1747349169,JPY,25.7564,27.3244
1747349169,JPY,25.7564,27.3244
1747349169,DKK,5.63386,5.97684
1747349169,DKK,5.63386,5.97684
1747349169,SEK,3.85881,4.09374
1747349169,SEK,3.85881,4.09374
1747349169,NOK,3.60294,3.82228
1747349169,NOK,3.60294,3.82228
1747349169,CAD,26.8407,28.4747
1747349169,CAD,26.8407,28.4747
1747349169,AUD,24.04559,25.50947
1747349169,AUD,24.04559,25.50947
1747349169,XAU,3809,270089,4360,426036
1747349510,USD,37,5546,39,8409
1747349510,USD,37,5546,39,8409
1747349510,EUR,42,0255,44,5841
1747349510,EUR,42,0255,44,5841
1747349510,GBP,49,8606,52,8962
1747349510,GBP,49,8606,52,8962
1747349510,CHF,44,8961,47,6294
1747349510,CHF,44,8961,47,6294
1747349510,JPY,25,7564,27,3244
1747349510,JPY,25,7564,27,3244
1747349510,DKK,5,63386,5,97684
1747349510,DKK,5,63386,5,97684
1747349510,SEK,3,85881,4,09374
1747349510,SEK,3,85881,4,09374
1747349510,NOK,3,60294,3,82228
1747349510,NOK,3,60294,3,82228
1747349510,CAD,26,8407,28,4747
1747349510,CAD,26,8407,28,4747
1747349510,AUD,24,04559,25,50947
1747349510,AUD,24,04559,25,50947
1747349510,XAU,3809.270089,4360.426036
